plot_id,v_wac,ba_wac,qmd_wac,H0_wac,pv_wac
plot_00001,86.7274157523445,18.7736813450584,0.197143023585768,15.2140288534893,7.98633022480402
plot_00002,93.3133692769892,15.2201984432649,0.153359040489675,19.6832627510917,5.36846297920606
plot_00003,220.414384479021,34.2420954703212,0.339539873021696,20.1303383949441,3.70475076152436
plot_00004,172.039367906711,20.5559622352832,0.196677611552341,21.5013972659431,4.35075148564881
plot_00005,67.4289209142026,11.1919420995436,0.121048587359248,15.4,5.81565708600054
plot_00006,276.241412671537,26.4167383219127,0.255826102885576,27.7195782229357,5.41916001455819
plot_00007,161.495209529143,16.9541654566132,0.274337424626705,19.6707453416697,2.57073132968371
plot_00008,220.95718621748,29.7203907161753,0.326304185180165,20.8994087843912,5.51583984370999
plot_00009,141.553262614902,13.3306886446577,0.315752199013082,24.6228137236484,4.40983173721832
plot_00010,270.248206036043,25.7759990823868,0.322723480426388,27.0615702873919,3.87186531021177
plot_00011,67.1126489481009,12.3308730097113,0.155615092676478,12.7754015005478,8.03134265442796
plot_00012,125.845518199238,24.2638820010797,0.163338329443445,14.5481591606401,3.48723183448068
plot_00013,7.04280257262568,2.45999161417919,0.0841731812144996,9.3,1.40856051452514
plot_00014,150.885658411041,21.7156515110098,0.161857831078754,21.8186586991176,9.34401744903002
plot_00015,70.9419472145251,13.3542891440885,0.270013768942784,14.8549594614593,0.890584809556922
plot_00016,318.473474829038,28.8257447551212,0.344966649055683,25.0002069407249,7.9723925140155
plot_00017,68.8510830810379,10.9446864264415,0.155960356488405,13.0489291212626,1.75130328276413
plot_00018,9.30120394175872,3.37983811381742,0.0986640349604088,7.5,1.38911031704551
plot_00019,44.1815304865815,8.88345049888125,0.234170905157019,10.1720193258616,0.932395375217256
plot_00020,141.249255449887,33.8434242995201,0.157679434071965,12.5814208671823,2.67749292203762
plot_00021,114.404905887917,14.6741138268958,0.173153169167922,21.3234383125563,2.57213499764161
plot_00022,117.495878245314,19.8045446522139,0.146870780749446,16.4498042392109,2.69450893831473
plot_00023,271.209930142227,33.707078292913,0.186301777865886,22.759145704977,2.87063334904238
plot_00024,79.7450202661739,10.6758229730454,0.407842301416055,18.5410590396547,3.40321367915609
plot_00025,58.8061877691511,13.051167040233,0.172273053270534,12.8580159048434,1.84421981880584
plot_00026,47.1785747791454,11.0413276692978,0.222614433384094,12.166728234593,0.752845057448831
plot_00027,164.917290630711,23.8901796223174,0.195813517471526,16.8366079053497,3.50515100776641
plot_00028,430.445658781772,37.8155111741325,0.386352776804931,28.298094201362,7.69199292931487
plot_00029,194.654062321303,25.9590532355185,0.202175315077462,17.5009005022507,3.76220555606582
plot_00030,100.211581936483,15.4492024280945,0.267438819921144,14.212974213385,1.86213971724997
plot_00031,220.159021619504,28.3977006338075,0.187235541541599,18.0172351221725,4.25237687548082
